run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
45,541,542,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
53,721,722,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
61,869,870,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
69,926,927,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
78,933,934,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
93,187,188,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
107,440,441,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
116,520,521,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
123,541,542,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
128,541,542,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1688440,0,512,relu,,0.0,NVIDIA A40,1000
139,869,870,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
148,926,927,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
153,933,934,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
159,933,934,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,517240,0,512,relu,,0.0,NVIDIA A40,1000
