run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
206,541,542,0,0,16,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1811760,0,512,relu,,0.0,NVIDIA A40,1000
210,721,722,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,905880,0,512,relu,,0.0,NVIDIA A40,1000
212,721,722,0,0,16,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,1029240,0,512,relu,,0.0,NVIDIA A40,1000
215,721,722,0,0,16,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,702960,0,512,relu,,0.0,NVIDIA A40,1000
242,0,1,0,0,32,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,1152560,0,512,relu,,0.0,NVIDIA A40,1000
244,0,1,0,0,32,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,1399280,0,512,relu,,0.0,NVIDIA A40,1000
246,0,1,0,0,32,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,2305120,0,512,relu,,0.0,NVIDIA A40,1000
246,0,1,0,0,32,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,2305120,0,512,relu,,0.0,NVIDIA A40,1000
253,187,188,0,0,32,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,826720,0,512,relu,,0.0,NVIDIA A40,1000
253,187,188,0,0,32,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,826720,0,512,relu,,0.0,NVIDIA A40,1000
253,187,188,0,0,32,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,826720,0,512,relu,,0.0,NVIDIA A40,1000
265,440,441,0,0,32,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,413360,0,512,relu,,0.0,NVIDIA A40,1000
